"ORF","Kcode","ORF_alias","contig","Bin"
"ORF1404","KO00261","ORF1404","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1411","K00860","ORF1411","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1417","K00010","ORF1417","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1417","KO00680","ORF1417","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1422","K00970","ORF1422","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1423","K00970","ORF1423","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1427","K00550","ORF1427","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1429","K00550","ORF1429","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1433","K00450","ORF1433","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1433","KO00970","ORF1433","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1435","K00540","ORF1435","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1446","K00500","ORF1446","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1447","K00790","ORF1447","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1456","K00230","ORF1456","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1456","KO00240","ORF1456","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1458","K00780","ORF1458","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1460","K00564","ORF1460","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1463","K00540","ORF1463","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1463","KO00061","ORF1463","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1463","KO00780","ORF1463","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1464","K00970","ORF1464","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1472","K00983","ORF1472","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1472","KO00480","ORF1472","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1472","KO00230","ORF1472","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1472","KO00240","ORF1472","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1473","K00473","ORF1473","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1485","K00061","ORF1485","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1486","K00561","ORF1486","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1488","K00473","ORF1488","NODE_13_length_165336_cov_279.623","Bin7"
"ORF1491","K00520","ORF1491","NODE_1402_length_489_cov_5.64806","Unbinned"
"ORF1501","K00534","ORF1501","NODE_140_length_11120_cov_18.7547","Bin8"
"ORF1531","K00340","ORF1531","NODE_141_length_11119_cov_1.95381","Bin8"
"ORF1549","K00620","ORF1549","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1551","K00290","ORF1551","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1553","K00650","ORF1553","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1553","KO00620","ORF1553","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1553","KO00010","ORF1553","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1553","KO00020","ORF1553","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1554","K00650","ORF1554","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1554","KO00620","ORF1554","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1554","KO00010","ORF1554","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1554","KO00020","ORF1554","NODE_142_length_11069_cov_76.0731","Bin7"
"ORF1577","K00760","ORF1577","NODE_1444_length_464_cov_33.1964","Unbinned"
"ORF1582","K00230","ORF1582","NODE_1448_length_463_cov_55.7591","Unbinned"
"ORF1599","K00480","ORF1599","NODE_1452_length_461_cov_2.17969","Unbinned"
"ORF1637","K00290","ORF1637","NODE_1471_length_448_cov_1.0566","Unbinned"
"ORF1637","KO00770","ORF1637","NODE_1471_length_448_cov_1.0566","Unbinned"
"ORF1639","K00920","ORF1639","NODE_1473_length_447_cov_1.53514","Unbinned"
"ORF1640","K00550","ORF1640","NODE_1474_length_446_cov_0.924119","Unbinned"
"ORF1643","K00230","ORF1643","NODE_1477_length_444_cov_21.3515","Unbinned"
"ORF1657","K00340","ORF1657","NODE_1484_length_441_cov_101.607","Unbinned"
"ORF1697","K00550","ORF1697","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1709","K00520","ORF1709","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1709","KO00550","ORF1709","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1720","K00780","ORF1720","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1731","K00760","ORF1731","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1732","K00250","ORF1732","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1732","KO00760","ORF1732","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1739","K00790","ORF1739","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1740","K00550","ORF1740","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1741","K00670","ORF1741","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1741","KO00970","ORF1741","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1741","KO00520","ORF1741","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1742","K00540","ORF1742","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1756","K00270","ORF1756","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1759","K00230","ORF1759","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1759","KO00983","ORF1759","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1762","K00970","ORF1762","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1762","KO00240","ORF1762","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1764","K00400","ORF1764","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1769","K00190","ORF1769","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1769","KO00195","ORF1769","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1770","K00190","ORF1770","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1770","KO00195","ORF1770","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1781","K00290","ORF1781","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1781","KO00660","ORF1781","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1788","K00290","ORF1788","NODE_14_length_165034_cov_1523.08","Bin1"
"ORF1824","K00970","ORF1824","NODE_1517_length_419_cov_9.5","Unbinned"
"ORF1843","K00030","ORF1843","NODE_1528_length_413_cov_0.863095","Unbinned"
"ORF1875","K00680","ORF1875","NODE_153_length_10208_cov_2.03859","Bin8"
"ORF1893","K00970","ORF1893","NODE_154_length_9920_cov_2.1271","Bin8"
"ORF1896","K00910","ORF1896","NODE_154_length_9920_cov_2.1271","Bin8"
"ORF1911","K00230","ORF1911","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1911","KO00250","ORF1911","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1912","K00230","ORF1912","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1912","KO00240","ORF1912","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1913","K00970","ORF1913","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1914","K00730","ORF1914","NODE_155_length_9868_cov_1.82035","Bin8"
"ORF1917","K00970","ORF1917","NODE_1561_length_394_cov_23.6782","Unbinned"
"ORF1920","K00670","ORF1920","NODE_1564_length_393_cov_66.3101","Unbinned"
"ORF1920","KO00720","ORF1920","NODE_1564_length_393_cov_66.3101","Unbinned"
"ORF1929","K00290","ORF1929","NODE_156_length_9778_cov_2.02855","Bin8"
"ORF1931","K00220","ORF1931","NODE_156_length_9778_cov_2.02855","Bin8"
"ORF1938","K00270","ORF1938","NODE_1573_length_387_cov_0.974194","Unbinned"
"ORF1947","K00270","ORF1947","NODE_157_length_9746_cov_2.09339","Bin8"
"ORF1967","K00730","ORF1967","NODE_158_length_9738_cov_4.52686","Bin8"
"ORF1968","K00730","ORF1968","NODE_158_length_9738_cov_4.52686","Bin8"
"ORF1969","K00230","ORF1969","NODE_158_length_9738_cov_4.52686","Bin8"
"ORF1969","KO00240","ORF1969","NODE_158_length_9738_cov_4.52686","Bin8"
"ORF1978","K00052","ORF1978","NODE_1596_length_376_cov_73.0401","Unbinned"
"ORF1978","KO00520","ORF1978","NODE_1596_length_376_cov_73.0401","Unbinned"
"ORF1989","K00270","ORF1989","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1990","K00230","ORF1990","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1990","KO00730","ORF1990","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1991","K00052","ORF1991","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1991","KO00030","ORF1991","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1991","KO00051","ORF1991","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1991","KO00680","ORF1991","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF1991","KO00010","ORF1991","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2001","K00052","ORF2001","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2001","KO00030","ORF2001","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2001","KO00051","ORF2001","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2001","KO00680","ORF2001","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2001","KO00010","ORF2001","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2004","K00970","ORF2004","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2004","KO00900","ORF2004","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2013","K00670","ORF2013","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2013","KO00720","ORF2013","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2014","K00340","ORF2014","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2014","KO00670","ORF2014","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2015","K00860","ORF2015","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2031","K00785","ORF2031","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2032","K00010","ORF2032","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2032","KO00450","ORF2032","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2032","KO00230","ORF2032","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2032","KO00620","ORF2032","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2034","K00230","ORF2034","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2034","KO00250","ORF2034","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2035","K00760","ORF2035","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2044","K00480","ORF2044","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2045","K00230","ORF2045","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2045","KO00970","ORF2045","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2048","K00620","ORF2048","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2055","K00230","ORF2055","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2055","KO00983","ORF2055","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2062","K00620","ORF2062","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2062","KO00627","ORF2062","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2063","K00740","ORF2063","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2063","KO00970","ORF2063","NODE_15_length_164798_cov_1205.19","Bin2"
"ORF2121","K00680","ORF2121","NODE_162_length_9421_cov_1.9573","Bin8"
"ORF2138","K00790","ORF2138","NODE_163_length_9413_cov_2.33462","Bin8"
"ORF2141","K00680","ORF2141","NODE_163_length_9413_cov_2.33462","Bin8"
"ORF2146","K00230","ORF2146","NODE_163_length_9413_cov_2.33462","Bin8"
"ORF2150","K00970","ORF2150","NODE_1640_length_350_cov_0.849817","Unbinned"
"ORF2159","K00520","ORF2159","NODE_1648_length_348_cov_1.0738","Unbinned"
"ORF2168","K00680","ORF2168","NODE_164_length_9281_cov_2.06834","Bin8"
"ORF2169","K00680","ORF2169","NODE_164_length_9281_cov_2.06834","Bin8"
"ORF2175","K00051","ORF2175","NODE_1654_length_346_cov_13.7249","Unbinned"
"ORF2175","KO00520","ORF2175","NODE_1654_length_346_cov_13.7249","Unbinned"
"ORF2226","K00970","ORF2226","NODE_167_length_9151_cov_151.331","Bin7"
"ORF2235","K00270","ORF2235","NODE_1683_length_333_cov_48.4844","Unbinned"
"ORF2255","K00270","ORF2255","NODE_1691_length_329_cov_42.8333","Unbinned"
"ORF2256","K00750","ORF2256","NODE_1692_length_329_cov_69.5873","Unbinned"
"ORF2262","K00970","ORF2262","NODE_1699_length_326_cov_25.1888","Unbinned"
"ORF2263","K00680","ORF2263","NODE_169_length_9082_cov_2.05464","Bin8"
"ORF2264","K00680","ORF2264","NODE_169_length_9082_cov_2.05464","Bin8"
"ORF2265","K00680","ORF2265","NODE_169_length_9082_cov_2.05464","Bin8"
"ORF2266","K00680","ORF2266","NODE_169_length_9082_cov_2.05464","Bin8"
"ORF2267","K00680","ORF2267","NODE_169_length_9082_cov_2.05464","Bin8"
"ORF2270","K00010","ORF2270","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2270","KO00710","ORF2270","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2271","K00010","ORF2271","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2271","KO00710","ORF2271","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2272","K00710","ORF2272","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2272","KO00562","ORF2272","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2272","KO00010","ORF2272","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2272","KO00051","ORF2272","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2273","K00010","ORF2273","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2273","KO00260","ORF2273","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2273","KO00680","ORF2273","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2275","K00010","ORF2275","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2275","KO00680","ORF2275","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2306","K00220","ORF2306","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2306","KO00250","ORF2306","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2307","K00220","ORF2307","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2307","KO00250","ORF2307","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2315","K00052","ORF2315","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2315","KO00520","ORF2315","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2317","K00230","ORF2317","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2335","K00250","ORF2335","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2335","KO00460","ORF2335","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2336","K00970","ORF2336","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2345","K00220","ORF2345","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2349","K04658","ORF2349","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2349","KO04660","ORF2349","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2349","KO05235","ORF2349","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2354","K00983","ORF2354","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2354","KO00480","ORF2354","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2354","KO00230","ORF2354","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2354","KO00240","ORF2354","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","K00740","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","KO00230","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","KO00240","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","KO00500","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","KO00760","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2356","KO00770","ORF2356","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2357","K00550","ORF2357","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2361","K00640","ORF2361","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2365","K00670","ORF2365","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2365","KO00720","ORF2365","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2371","K00740","ORF2371","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2372","K00740","ORF2372","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2372","KO00790","ORF2372","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2378","K00520","ORF2378","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2378","KO00550","ORF2378","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2381","K00500","ORF2381","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","K04926","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO05170","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO04150","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO04151","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO04714","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO05163","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2385","KO05165","ORF2385","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2394","K00061","ORF2394","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2396","K00061","ORF2396","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2397","K00770","ORF2397","NODE_16_length_163994_cov_1416.61","Bin1"
"ORF2401","K00010","ORF2401","NODE_1703_length_325_cov_51.7177","Unbinned"
"ORF2401","KO00260","ORF2401","NODE_1703_length_325_cov_51.7177","Unbinned"
"ORF2401","KO00680","ORF2401","NODE_1703_length_325_cov_51.7177","Unbinned"
"ORF2444","K00970","ORF2444","NODE_1726_length_319_cov_49.1033","Unbinned"
"ORF2452","K00970","ORF2452","NODE_172_length_8901_cov_1212.95","Bin2"
"ORF2474","K00860","ORF2474","NODE_1742_length_313_cov_1.5339","Unbinned"
"ORF2486","K00780","ORF2486","NODE_174_length_8796_cov_21.5441","Bin8"
"ORF2497","K00052","ORF2497","NODE_1759_length_309_cov_57.3147","Unbinned"
"ORF2497","KO00520","ORF2497","NODE_1759_length_309_cov_57.3147","Unbinned"
"ORF2498","K00261","ORF2498","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2498","KO00300","ORF2498","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2501","K00860","ORF2501","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2504","K00300","ORF2504","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2504","KO00270","ORF2504","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2504","KO00220","ORF2504","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2504","KO00260","ORF2504","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2504","KO00261","ORF2504","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2508","K00380","ORF2508","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2508","KO00630","ORF2508","NODE_175_length_8771_cov_1399.51","Bin1"
"ORF2517","K00790","ORF2517","NODE_1768_length_305_cov_1.42105","Unbinned"
"ORF2518","K00710","ORF2518","NODE_1769_length_305_cov_29.0175","Unbinned"
"ORF2518","KO00620","ORF2518","NODE_1769_length_305_cov_29.0175","Unbinned"
"ORF2518","KO00010","ORF2518","NODE_1769_length_305_cov_29.0175","Unbinned"
"ORF2518","KO00020","ORF2518","NODE_1769_length_305_cov_29.0175","Unbinned"
"ORF2519","K00520","ORF2519","NODE_176_length_8738_cov_2.40561","Bin8"
"ORF2519","KO00500","ORF2519","NODE_176_length_8738_cov_2.40561","Bin8"
"ORF2528","K00680","ORF2528","NODE_1773_length_304_cov_3.01762","Unbinned"
"ORF2530","K00680","ORF2530","NODE_1775_length_303_cov_0.814159","Unbinned"
"ORF2537","K00790","ORF2537","NODE_177_length_8730_cov_1.93332","Bin8"
"ORF2541","K00480","ORF2541","NODE_1782_length_302_cov_2.05778","Unbinned"
"ORF2547","K00030","ORF2547","NODE_1787_length_301_cov_0.611607","Unbinned"
"ORF2550","K00230","ORF2550","NODE_1789_length_300_cov_1.07623","Unbinned"
"ORF2550","KO00240","ORF2550","NODE_1789_length_300_cov_1.07623","Unbinned"
"ORF2551","K00625","ORF2551","NODE_178_length_8721_cov_1.73843","Bin8"
"ORF2551","KO00910","ORF2551","NODE_178_length_8721_cov_1.73843","Bin8"
"ORF2554","K00625","ORF2554","NODE_178_length_8721_cov_1.73843","Bin8"
"ORF2554","KO00910","ORF2554","NODE_178_length_8721_cov_1.73843","Bin8"
"ORF2555","K00680","ORF2555","NODE_178_length_8721_cov_1.73843","Bin8"
"ORF2575","K00230","ORF2575","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2594","K00240","ORF2594","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2597","K00900","ORF2597","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2599","K00900","ORF2599","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2604","K00970","ORF2604","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2607","K00740","ORF2607","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2614","K00550","ORF2614","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2621","K00550","ORF2621","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2621","KO00300","ORF2621","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2629","K00670","ORF2629","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2629","KO00720","ORF2629","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2641","K00520","ORF2641","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2650","K00240","ORF2650","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2650","KO00983","ORF2650","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2656","K00730","ORF2656","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2660","K00670","ORF2660","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2660","KO00460","ORF2660","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2660","KO00630","ORF2660","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2660","KO00680","ORF2660","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2660","KO00260","ORF2660","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2663","K00860","ORF2663","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2664","K00640","ORF2664","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2664","KO00620","ORF2664","NODE_17_length_162523_cov_1396.68","Bin1"
"ORF2664","KO00010","ORF2664","NODE_17_length_162523_cov_1396.68","Bin1"
